answer,task_FEB,group_crl1_tr2_tr3,Text_A1_K2_G3,AKG,clues_per_text,traps_per_text,FNc_inst,FNRc_inst,FPRt_inst,clues_div_traps,text_length,completed_in_minutes,quiz_attempts_left,test_attempts_done,weekday,daytime,hlt_words,FNc,FPt,FPe,FNRc,FPRt,FPRe,hlt_symbols,clue_precision,clue_recall,trap_precision,trap_recall,FPR_words,FNR_words,FP_words,FN_words,clue_count,FPt_inst,groupId_or_goBefore,,clue_1,clue_2,clue_3,clue_4,clue_5,clue_6,clue_7,clue_8,clue_9,clue_10,clue_11,clue_12,clue_13,clue_14,clue_15,clue_16,trap_1,trap_2,trap_3,trap_4,trap_5,trap_6,trap_7,empty
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,1.8036,2,1,7,16,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,1.850066667,1,3,7,12,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,1.870533333,2,1,6,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,1.9333,2,1,1,11,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,2.00715,2,1,7,16,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.0108,2,1,3,12,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,2.029866667,2,1,1,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,2.04325,2,1,3,21,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,2.1114,2,1,3,21,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,2.124133333,2,1,3,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.125566667,2,1,5,16,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,2.134566667,2,1,4,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,2.22825,2,1,7,16,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.238,2,1,3,12,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,2.23955,2,1,3,12,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.321366667,2,1,1,23,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.35945,2,1,3,12,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.371666667,2,1,5,17,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,2.3823,2,1,1,22,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.385416667,2,1,5,18,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,2.41235,2,1,3,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.420166667,2,1,3,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,2.482666667,2,1,3,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,2.48745,2,1,7,12,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,2.49695,2,1,7,15,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.516316667,2,1,4,9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.5379,2,2,7,15,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.541366667,2,1,6,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,2.542716667,2,1,7,13,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,2.60805,2,1,1,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.609166667,2,1,6,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,2.673566667,2,1,6,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.68765,2,1,5,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,2.720166667,2,1,3,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.731066667,2,1,1,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.784316667,2,1,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,2.813066667,2,1,1,9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,2.8363,2,1,6,16,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,2.847633333,2,1,3,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.866116667,2,1,6,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,2.90255,2,1,5,18,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,2.927583333,2,2,3,12,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,2.938516667,2,1,4,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,3.0166,2,1,6,11,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,3.064616667,1,1,1,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,3.0707,2,1,3,22,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,3.11755,2,1,1,12,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,3.12155,2,1,1,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,3.19375,2,1,4,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,3.244033333,2,1,6,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,3.2798,2,1,5,17,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,3.3055,2,1,3,21,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,3.347316667,2,1,5,16,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,3.412716667,2,1,6,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,3.464483333,2,1,1,11,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,3.477416667,2,1,1,13,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,3.483333333,2,1,4,11,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,3.546066667,2,1,1,9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,3.552183333,2,1,4,13,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,3.556983333,2,1,4,11,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,3.562583333,2,1,5,21,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,3.579366667,2,1,3,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,3.651133333,2,1,1,18,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,3.690433333,2,1,7,22,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,3.72315,2,1,3,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,3.742483333,2,1,6,16,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,3.747066667,2,2,3,13,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,3.762866667,2,1,3,21,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,3.901266667,2,2,1,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,3.932333333,2,2,4,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,3.9534,2,1,5,16,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,3.9598,1,1,3,11,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,3.97565,2,1,1,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,4.01855,2,1,4,11,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,4.116766667,2,1,7,13,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,4.118533333,2,1,5,16,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,4.1682,2,1,7,12,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,4.2807,2,1,5,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,4.4526,2,1,3,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,4.489666667,2,1,6,19,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,4.533066667,2,1,4,13,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,4.537733333,2,2,4,13,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,4.570066667,2,1,7,12,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,4.590633333,2,1,3,17,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,4.638116667,2,1,3,13,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,4.688816667,2,1,6,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,4.709583333,2,1,1,23,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,4.83875,2,1,1,9,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,5.012266667,2,1,3,13,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,5.032833333,2,1,3,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,5.144733333,2,1,7,15,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,5.198016667,2,1,5,16,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,5.3188,2,1,1,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,5.359883333,2,1,7,17,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,5.388333333,2,1,7,17,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,5.435533333,2,1,6,16,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,5.44805,2,1,1,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,5.692433333,2,1,6,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
